benefit_type|acting,benefit_type|Acting
benefit_type|baggage,benefit_type|Baggage
benefit_type|children,benefit_type|Children
benefit_type|clothing_climate,benefit_type|Climate
benefit_type|clothing_warm,benefit_type|Warm
benefit_type|dinner,benefit_type|Dinner
benefit_type|disturbance,benefit_type|Disturbance
benefit_type|duty,benefit_type|Duty
benefit_type|education,benefit_type|Education
benefit_type|holiday,benefit_type|Holiday
benefit_type|honoraria,benefit_type|Honoraria
benefit_type|kilometrage,benefit_type|Milage
benefit_type|lunch,benefit_type|Lunch
benefit_type|night,benefit_type|Night
benefit_type|out_of_pocket,benefit_type|Pocket
benefit_type|overtime,benefit_type|Overtime
benefit_type|safari,benefit_type|Safari
benefit_type|settling_in,benefit_type|Settle
benefit_type|sitting,benefit_type|Sitting
benefit_type|training,benefit_type|Training
benefit_type|transit,benefit_type|Transit
benefit_type|transport,benefit_type|Transport
cadre|1,cadre|Admin
cadre|15,cadre|Medical
cadre|16,cadre|Midwife
cadre|17,cadre|Nurse
cadre|18,cadre|Pharma
cadre|24,cadre|Support
cadre|4,cadre|AHPC
cadre|8,cadre|Dental
council|1,council|AHPC
council|2,council|UERB
council|3,council|ICAC
council|4,council|UMDPC
council|ahcp,council|AHPC
council|pharmacy,council|PHARMACY
council|umdpc,council|UMDPC
council|unmc,council|UNMC
department|1,department|Disease_control
department|administration,department|Administration
department|audit,department|audit
department|community_services,department|community_services
department|council,department|council
department|education,department|education
department|finance,department|Finance
department|health,department|health
department|natural_resources,department|natural_resources
department|planning,department|planning
department|production,department|production
department|works,department|works
disciplinary_action_type|1,disciplinary_action_type|
disciplinary_action_type|2,disciplinary_action_type|
disciplinary_action_type|3,disciplinary_action_type|
disciplinary_action_type|4,disciplinary_action_type|
disciplinary_action_type|5,disciplinary_action_type|
disciplinary_action_type|6,disciplinary_action_type|Removal
disciplinary_action_type|dismissal,disciplinary_action_type|Dismissal
disciplinary_action_type|early_retirement,disciplinary_action_type|Early_retirement
disciplinary_action_type|half_pay,disciplinary_action_type|Half_pay
disciplinary_action_type|increment_deferment,disciplinary_action_type|Increment_withholding
disciplinary_action_type|increment_stoppage,disciplinary_action_type|Increment_suspension
disciplinary_action_type|increment_suspension,disciplinary_action_type|Suspension
disciplinary_action_type|increment_withholding,disciplinary_action_type|Surcharge
disciplinary_action_type|making_good,disciplinary_action_type|Making_good
disciplinary_action_type|reduction_in_rank,disciplinary_action_type|Reduction_in_rank
disciplinary_action_type|removal,disciplinary_action_type|Removal
disciplinary_action_type|surcharge,disciplinary_action_type|Surcharge
disciplinary_action_type|suspension,disciplinary_action_type|Suspension
disciplinary_action_type|transfer,disciplinary_action_type|Transfer
disciplinary_action_type|warning,disciplinary_action_type|Warning
district|1,district|UG-102
district|22,district|UG-314
district|2,district|UG-301
district|110,district|UG-322
district|87,district|UG-323
district|29,district|UG-315
district|80,district|UG-324
district|70,district|UG-216
district|35,district|UG-316
district|30,district|UG-302
district|3,district|UG-303
district|17,district|UG-217
district|79,district|UG-218
district|38,district|UG-201
district|104,district|UG-420
district|81,district|UG-117
district|71,district|UG-219
district|98,district|UG-118
district|27,district|UG-220
district|88,district|UG-225
district|69,district|UG-416
district|4,district|UG-401
district|46,district|UG-402
district|5,district|UG-202
district|6,district|UG-221
district|99,district|UG-119
district|89,district|UG-120
district|82,district|UG-226
district|33,district|UG-317
district|90,district|UG-121
district|34,district|UG-304
district|66,district|UG-403
district|48,district|UG-417
district|39,district|UG-203
district|49,district|UG-418
district|40,district|UG-204
district|23,district|UG-318
district|7,district|UG-404
district|76,district|UG-405
district|72,district|UG-213
district|52,district|UG-101
district|42,district|UG-222
district|97,district|UG-122
district|44,district|UG-205
district|77,district|UG-413
district|8,district|UG-414
district|28,district|UG-206
district|9,district|UG-406
district|75,district|UG-207
district|51,district|UG-112
district|67,district|UG-407
district|53,district|UG-103
district|107,district|UG-227
district|50,district|UG-419
district|91,district|UG-421
district|10,district|UG-408
district|37,district|UG-305
district|11,district|UG-319
district|109,district|UG-325
district|24,district|UG-306
district|73,district|UG-208
district|112,district|UG-228
district|92,district|UG-123
district|83,district|UG-422
district|78,district|UG-415
district|84,district|UG-326
district|31,district|UG-307
district|93,district|UG-229
district|54,district|UG-104
district|100,district|UG-124
district|55,district|UG-114
district|12,district|UG-223
district|111,district|UG-320
district|56,district|UG-105
district|68,district|UG-409
district|41,district|UG-214
district|13,district|UG-209
district|45,district|UG-410
district|101,district|UG-423
district|60,district|UG-115
district|26,district|UG-308
district|14,district|UG-309
district|57,district|UG-106
district|58,district|UG-107
district|59,district|UG-108
district|25,district|UG-311
district|61,district|UG-116
district|62,district|UG-109
district|94,district|UG-230
district|43,district|UG-224
district|106,district|UG-327
district|15,district|UG-310
district|105,district|UG-231
district|95,district|UG-424
district|47,district|UG-411
district|108,district|UG-328
district|85,district|UG-329
district|32,district|UG-321
district|36,district|UG-312
district|16,district|UG-210
district|63,district|UG-110
district|102,district|UG-425
district|18,district|UG-412
district|64,district|UG-232
district|96,district|UG-426
district|103,district|UG-215
district|19,district|UG-211
district|74,district|UG-111
district|20,district|UG-212
district|65,district|UG-113
district|21,district|UG-313
district|86,district|UG-330
edu_type|1,edu_type|Certificate
edu_type|10,edu_type|Certificate
edu_type|11,edu_type|Certificate
edu_type|12,edu_type|Other
edu_type|13,edu_type|Other
edu_type|14,edu_type|Diploma
edu_type|2,edu_type|Other
edu_type|3,edu_type|Diploma
edu_type|4,edu_type|Diploma
edu_type|5,edu_type|Certificate
edu_type|6,edu_type|Bachelors
edu_type|7,edu_type|Diploma
edu_type|8,edu_type|Masters
edu_type|9,edu_type|PhD
employment_terms|contract,employment_terms|Contract
employment_terms|permanent,employment_terms|Permanent
employment_terms|probation,employment_terms|Probation
facility|71,facility|HCII-310-13
facility|183,facility|HCII-310-2
facility|144,facility|DHO-310-1
facility|140,facility|DHO-310-1
facility|83,facility|DHO-310-1
facility|1,facility|Town-310-2
facility|68,facility|HCII-310-4
facility|88,facility|HCII-310-5
facility|57,facility|HCII-310-18
facility|35,facility|HCII-310-7
facility|89,facility|HCIII-310-11
facility|102,facility|DHO-310-1
facility|85,facility|HCIII-310-13
facility|117,facility|DHO-310-1
facility|160,facility|HCIII-310-2
facility|110,facility|DHO-310-1
facility|105,facility|DHO-310-1
facility|116,facility|DHO-310-1
facility|59,facility|DHO-310-1
facility|46,facility|DHO-310-1
facility|101,facility|DHO-310-1
facility|164,facility|HCIII-310-3
facility|25,facility|DHO-310-1
facility|179,facility|HCII-310-3
facility|24,facility|DHO-310-1
facility|127,facility|DHO-310-1
facility|100,facility|DHO-310-1
facility|95,facility|DHO-310-1
facility|98,facility|DHO-310-1
facility|157,facility|GHospital-310-2
facility|65,facility|DHO-310-1
facility|111,facility|DHO-310-1
facility|149,facility|DHO-310-1
facility|146,facility|DHO-310-1
facility|122,facility|DHO-310-1
facility|94,facility|DHO-310-1
facility|125,facility|DHO-310-1
facility|134,facility|DHO-310-1
facility|19,facility|DHO-310-1
facility|36,facility|DHO-310-1
facility|150,facility|DHO-310-1
facility|143,facility|DHO-310-1
facility|60,facility|DHO-310-1
facility|6,facility|DHO-310-1
facility|7,facility|DHO-310-1
facility|118,facility|DHO-310-1
facility|82,facility|DHO-310-1
facility|176,facility|HCII-310-5
facility|51,facility|Clinic-310-1
facility|18,facility|DHO-310-1
facility|175,facility|HCII-310-6
facility|47,facility|DHO-310-1
facility|2,facility|DHO-310-1
facility|185,facility|HCIII-310-4
facility|141,facility|DHO-310-1
facility|170,facility|HCII-310-8
facility|22,facility|DHO-310-1
facility|166,facility|HCIII-310-5
facility|77,facility|DHO-310-1
facility|124,facility|DHO-310-1
facility|132,facility|DHO-310-1
facility|154,facility|DHO-310-1
facility|41,facility|DHO-310-1
facility|66,facility|DHO-310-1
facility|129,facility|DHO-310-1
facility|84,facility|DHO-310-1
facility|184,facility|HCII-310-9
facility|79,facility|DHO-310-1
facility|177,facility|HCIII-310-6
facility|191,facility|HCIII-310-6
facility|193,facility|HCIII-310-6
facility|158,facility|HCIII-310-7
facility|45,facility|DHO-310-1
facility|80,facility|DHO-310-1
facility|142,facility|DHO-310-1
facility|189,facility|HCII-310-10
facility|42,facility|DHO-310-1
facility|14,facility|DHO-310-1
facility|171,facility|HCII-310-11
facility|44,facility|DHO-310-1
facility|188,facility|HCII-310-12
facility|194,facility|DHO-310-1
facility|76,facility|DHO-310-1
facility|93,facility|DHO-310-1
facility|168,facility|HCIII-310-8
facility|86,facility|DHO-310-1
facility|90,facility|DHO-310-1
facility|26,facility|DHO-310-1
facility|33,facility|DHO-310-1
facility|138,facility|DHO-310-1
facility|49,facility|DHO-310-1
facility|52,facility|DHO-310-1
facility|128,facility|DHO-310-1
facility|123,facility|DHO-310-1
facility|126,facility|DHO-310-1
facility|63,facility|DHO-310-1
facility|67,facility|DHO-310-1
facility|72,facility|DHO-310-1
facility|3,facility|GHospital-310-1
facility|69,facility|DHO-310-1
facility|74,facility|DHO-310-1
facility|64,facility|DHO-310-1
facility|43,facility|DHO-310-1
facility|53,facility|DHO-310-1
facility|159,facility|HCIII-310-9
facility|96,facility|DHO-310-1
facility|31,facility|DHO-310-1
facility|119,facility|DHO-310-1
facility|137,facility|DHO-310-1
facility|136,facility|DHO-310-1
facility|55,facility|DHO-310-1
facility|151,facility|DHO-310-1
facility|130,facility|DHO-310-1
facility|48,facility|DHO-310-1
facility|62,facility|DHO-310-1
facility|56,facility|DHO-310-1
facility|120,facility|DHO-310-1
facility|4,facility|DHO-310-1
facility|81,facility|DHO-310-1
facility|139,facility|DHO-310-1
facility|75,facility|DHO-310-1
facility|152,facility|DHO-310-1
facility|165,facility|HCIII-310-10
facility|103,facility|DHO-310-1
facility|181,facility|HCII-310-14
facility|114,facility|DHO-310-1
facility|87,facility|DHO-310-1
facility|180,facility|HCII-310-15
facility|148,facility|DHO-310-1
facility|13,facility|DHO-310-1
facility|147,facility|DHO-310-1
facility|32,facility|DHO-310-1
facility|131,facility|DHO-310-1
facility|182,facility|HCII-310-16
facility|23,facility|DHO-310-1
facility|99,facility|DHO-310-1
facility|8,facility|DHO-310-1
facility|9,facility|DHO-310-1
facility|186,facility|HCII-310-17
facility|104,facility|DHO-310-1
facility|91,facility|DHO-310-1
facility|112,facility|DHO-310-1
facility|21,facility|DHO-310-1
facility|29,facility|DHO-310-1
facility|153,facility|DHO-310-1
facility|38,facility|DHO-310-1
facility|5,facility|DHO-310-1
facility|135,facility|DHO-310-1
facility|15,facility|DHO-310-1
facility|163,facility|HCIII-310-12
facility|10,facility|DHO-310-1
facility|155,facility|Town-310-1
facility|11,facility|DHO-310-1
facility|54,facility|DHO-310-1
facility|173,facility|HCII-310-19
facility|169,facility|HCIII-310-14
facility|192,facility|DHO-310-1
facility|70,facility|DHO-310-1
facility|30,facility|DHO-310-1
facility|133,facility|DHO-310-1
facility|28,facility|DHO-310-1
facility|190,facility|HCIII-310-15
facility|178,facility|DHO-310-1
facility|16,facility|DHO-310-1
facility|172,facility|HCIII-310-16
facility|50,facility|DHO-310-1
facility|174,facility|HCII-310-20
facility|20,facility|DHO-310-1
facility|167,facility|HCIII-310-17
facility|113,facility|DHO-310-1
facility|58,facility|DHO-310-1
facility|78,facility|DHO-310-1
facility|27,facility|DHO-310-1
facility|107,facility|DHO-310-1
facility|106,facility|DHO-310-1
facility|40,facility|DHO-310-1
facility|162,facility|HCIII-310-18
facility|39,facility|DHO-310-1
facility|17,facility|DHO-310-1
facility|73,facility|DHO-310-1
facility|109,facility|DHO-310-1
facility|61,facility|DHO-310-1
facility|34,facility|DHO-310-1
facility|187,facility|HCII-310-1
facility|108,facility|DHO-310-1
facility|145,facility|DHO-310-1
facility|92,facility|DHO-310-1
facility|121,facility|DHO-310-1
facility|97,facility|DHO-310-1
facility|37,facility|DHO-310-1
facility|115,facility|DHO-310-1
facility|161,facility|HCIII-310-1
facility|12,facility|DHO-310-1
facility|156,facility|DHO-310-1
facility_type|1,facility_type|Primary
facility_type|10,facility_type|Sectoral
facility_type|11,facility_type|Tertiary
facility_type|12,facility_type|Commission
facility_type|13,facility_type|HCII
facility_type|14,facility_type|Sectoral
facility_type|15,facility_type|HCII
facility_type|16,facility_type|Sectoral
facility_type|17,facility_type|Sectoral
facility_type|18,facility_type|Board
facility_type|19,facility_type|Subcounty
facility_type|2,facility_type|CAO
facility_type|20,facility_type|HCII
facility_type|3,facility_type|Secondary
facility_type|4,facility_type|HospAdmin
facility_type|5,facility_type|Sectoral
facility_type|6,facility_type|Sectoral
facility_type|7,facility_type|Sectoral
facility_type|8,facility_type|Sectoral
facility_type|9,facility_type|Sectoral
facility_type|BTC,facility_type|Sectoral
facility_type|DHO,facility_type|DHO
facility_type|H,facility_type|Ghospital
facility_type|HCII,facility_type|HCII
facility_type|HCIII,facility_type|HCIII
facility_type|HCIV,facility_type|HCIV
facility_type|MC,facility_type|Municipal
facility_type|NRH,facility_type|Subcounty
facility_type|RRH,facility_type|Tertiary
facility_type|STC,facility_type|Board
facility_type|TC,facility_type|Town
id_type|1,id_type|id
id_type|2,id_type|id
id_type|computer,id_type|computer
id_type|file,id_type|file
id_type|id,id_type|id
id_type|passport,id_type|passport
id_type|tin,id_type|tin
id_type|voter,id_type|voter
job|100,job|32120305
job|132,job|24110103
job|130,job|33130104
job|191,job|75430101
job|119,job|22400303
job|167,job|22400304
job|82,job|71260104
job|21,job|54140103
job|149,job|32520403
job|201,job|11120603
job|199,job|32530302
job|156,job|12130102
job|157,job|12130103
job|168,job|61230104
job|195,job|75430103
job|154,job|32530106
job|89,job|32530404
job|16,job|32520403
job|146,job|31320402
job|158,job|21200103
job|202,job|11120601
job|176,job|21420101
job|113,job|22400504
job|90,job|71270104
job|91,job|71270103
job|196,job|26510101
job|188,job|32530302
job|169,job|51200106
job|81,job|41310303
job|143,job|81320101
job|142,job|53290106
job|122,job|22610103
job|102,job|22620203
job|197,job|32530302
job|128,job|12130101
job|186,job|43220101
job|181,job|24220103
job|183,job|26330101
job|20,job|83220101
job|106,job|32220102
job|107,job|32210102
job|105,job|32210202
job|178,job|33130104
job|190,job|12110104
job|92,job|32530503
job|155,job|32530103
job|85,job|32520304
job|94,job|32570103
job|126,job|13420103
job|180,job|32570102
job|177,job|24110203
job|84,job|94120101
job|97,job|53290102
job|101,job|32120403
job|174,job|32120303
job|123,job|22110103
job|161,job|22122003
job|164,job|22120103
job|162,job|22120903
job|166,job|22121003
job|165,job|22121503
job|86,job|32520106
job|170,job|26350103
job|83,job|53290104
job|80,job|53210101
job|109,job|22212403
job|163,job|22212603
job|108,job|22210303
job|171,job|22650103
job|98,job|22690103
job|19,job|91120101
job|32,job|41310103
job|112,job|22400103
job|117,job|22400803
