Kampala DHO's Office,district|1,facility_type|DHO,DHO-1-1
Snr. Staff Clinic,district|1,facility_type|HCII,HCII-1-1
Kampala Dispe.,district|1,facility_type|HCIII,HCIII-1-1
City Hall Clinic,district|1,facility_type|HCIII,HCIII-1-2
Kitebi,district|1,facility_type|HCIII,HCIII-1-3
Kisenyi,district|1,facility_type|HCIII,HCIII-1-4
Kiruddu,district|1,facility_type|HCIII,HCIII-1-5
Kawaala,district|1,facility_type|HCIII,HCIII-1-6
Kiswa,district|1,facility_type|HCIII,HCIII-1-7
Komamboga,district|1,facility_type|HCIII,HCIII-1-8
Kawempe,district|1,facility_type|HCIV,HCIV-1-1
Naguru,district|1,facility_type|HCIV,HCIV-1-2
Mulago,district|1,facility_type|NRH,NRH-1-1
Butabika,district|1,facility_type|NRH,NRH-1-2
Adjumani DHO's Office,district|2,facility_type|DHO,DHO-2-1
Adjumani Hospital,district|2,facility_type|H,H-2-1
Arinyapi ,district|2,facility_type|HCII,HCII-2-1
Adjugopi,district|2,facility_type|HCII,HCII-2-2
Kureku,district|2,facility_type|HCII,HCII-2-3
Arra,district|2,facility_type|HCII,HCII-2-4
Pachara,district|2,facility_type|HCII,HCII-2-5
Obilokongo,district|2,facility_type|HCII,HCII-2-6
Opejo,district|2,facility_type|HCII,HCII-2-7
Lewa,district|2,facility_type|HCII,HCII-2-8
Olia,district|2,facility_type|HCII,HCII-2-9
Ogolo,district|2,facility_type|HCII,HCII-2-10
Uderu,district|2,facility_type|HCII,HCII-2-11
Elegu,district|2,facility_type|HCII,HCII-2-12
Birra,district|2,facility_type|HCII,HCII-2-13
Aliwara,district|2,facility_type|HCII,HCII-2-14
Elema,district|2,facility_type|HCII,HCII-2-15
Magburu,district|2,facility_type|HCII,HCII-2-16
Agojo,district|2,facility_type|HCII,HCII-2-17
"Maaji ""A""",district|2,facility_type|HCII,HCII-2-18
"Maaji ""B""",district|2,facility_type|HCII,HCII-2-19
Nyumanzi,district|2,facility_type|HCII,HCII-2-20
Alere,district|2,facility_type|HCII,HCII-2-21
Ciforo,district|2,facility_type|HCIII,HCIII-2-1
Openzinzi,district|2,facility_type|HCIII,HCIII-2-2
Ofua,district|2,facility_type|HCIII,HCIII-2-3
Pakele,district|2,facility_type|HCIII,HCIII-2-4
Dzaipi,district|2,facility_type|HCIII,HCIII-2-5
Ukusijoni,district|2,facility_type|HCIII,HCIII-2-6
Mungula ,district|2,facility_type|HCIV,HCIV-2-1
Adjumani Town Council,district|2,facility_type|TC,TC-2-1
Arua DHO's Office,district|3,facility_type|DHO,DHO-3-1
Ocea,district|3,facility_type|HCII,HCII-3-1
Ayivuni,district|3,facility_type|HCII,HCII-3-2
Lazebu,district|3,facility_type|HCII,HCII-3-3
Akino,district|3,facility_type|HCII,HCII-3-4
Odraka,district|3,facility_type|HCII,HCII-3-5
Military,district|3,facility_type|HCII,HCII-3-6
Pajulu,district|3,facility_type|HCII,HCII-3-7
Ogoko,district|3,facility_type|HCII,HCII-3-8
Pawor,district|3,facility_type|HCII,HCII-3-9
Gbulukuatuni,district|3,facility_type|HCII,HCII-3-10
Prisons,district|3,facility_type|HCII,HCII-3-11
Oduobu,district|3,facility_type|HCII,HCII-3-12
Police,district|3,facility_type|HCII,HCII-3-13
Kawuanzeti,district|3,facility_type|HCII,HCII-3-14
Olivu,district|3,facility_type|HCII,HCII-3-15
Aroi,district|3,facility_type|HCIII,HCIII-3-1
Ajia,district|3,facility_type|HCIII,HCIII-3-2
Riki,district|3,facility_type|HCIII,HCIII-3-3
Bondo,district|3,facility_type|HCIII,HCIII-3-4
Logiri,district|3,facility_type|HCIII,HCIII-3-5
Offakka,district|3,facility_type|HCIII,HCIII-3-6
Okollo,district|3,facility_type|HCIII,HCIII-3-7
Vurra,district|3,facility_type|HCIII,HCIII-3-8
Ombidrindrea,district|3,facility_type|HCIII,HCIII-3-9
Orivu,district|3,facility_type|HCIII,HCIII-3-10
Opia,district|3,facility_type|HCIII,HCIII-3-11
Inde,district|3,facility_type|HCIII,HCIII-3-12
Oyima,district|3,facility_type|HCIII,HCIII-3-13
Ewanga,district|3,facility_type|HCIII,HCIII-3-14
Olujobo,district|3,facility_type|HCIII,HCIII-3-15
Masjid Noor,district|3,facility_type|HCIII,HCIII-3-16
Oli ,district|3,facility_type|HCIV,HCIV-3-1
Olil ,district|3,facility_type|HCIV,HCIV-3-2
Adumi HCIV,district|3,facility_type|HCIV,HCIV-3-3
Rhino Camp,district|3,facility_type|HCIV,HCIV-3-4
Arua Municipal Council,district|3,facility_type|MC,MC-3-1
Arua Regional Referral ,district|3,facility_type|RRH,RRH-3-1
Bundibugyo DHO's Office,district|4,facility_type|DHO,DHO-4-1
Bundibugyo hospital,district|4,facility_type|H,H-4-1
Bundimulangya,district|4,facility_type|HCII,HCII-4-1
Butama,district|4,facility_type|HCII,HCII-4-2
Kayenje,district|4,facility_type|HCII,HCII-4-3
Kisuba,district|4,facility_type|HCII,HCII-4-4
Bundingoma,district|4,facility_type|HCII,HCII-4-5
Busoru,district|4,facility_type|HCII,HCII-4-6
Busunga,district|4,facility_type|HCII,HCII-4-7
Mirambi,district|4,facility_type|HCII,HCII-4-8
Rwangara,district|4,facility_type|HCII,HCII-4-9
Bupomboli,district|4,facility_type|HCII,HCII-4-10
Burondo,district|4,facility_type|HCII,HCII-4-11
Bweramule,district|4,facility_type|HCII,HCII-4-12
Kasulinge,district|4,facility_type|HCII,HCII-4-13
Ngamba,district|4,facility_type|HCII,HCII-4-14
Buhanda,district|4,facility_type|HCII,HCII-4-15
Musandama,district|4,facility_type|HCII,HCII-4-16
Kyondo,district|4,facility_type|HCII,HCII-4-17
Rwebisengo,district|4,facility_type|HCIII,HCIII-4-1
